phone,meterNumber,subscriberNumber,police,name,address,tariffCode,category,grouping,center,zone,sector,oldIndex
91000133,MT-PLA-0013,ABN-PLA-0013,PL-PLA-0013,Client Plateau Centre 13,"Niamey, Plateau, Secteur Centre, Rue 13",T1,01,GRP-PLA,Niamey,Plateau,Centre,2330
91000134,MT-PLA-0014,ABN-PLA-0014,PL-PLA-0014,Client Plateau Centre 14,"Niamey, Plateau, Secteur Centre, Rue 14",T2,02,GRP-PLA,Niamey,Plateau,Centre,2340
91000135,MT-PLA-0015,ABN-PLA-0015,PL-PLA-0015,Client Plateau Centre 15,"Niamey, Plateau, Secteur Centre, Rue 15",T3,01,GRP-PLA,Niamey,Plateau,Centre,2350
91000136,MT-PLA-0016,ABN-PLA-0016,PL-PLA-0016,Client Plateau Centre 16,"Niamey, Plateau, Secteur Centre, Rue 16",T1,02,GRP-PLA,Niamey,Plateau,Centre,2360
91000137,MT-PLA-0017,ABN-PLA-0017,PL-PLA-0017,Client Plateau Centre 17,"Niamey, Plateau, Secteur Centre, Rue 17",T2,01,GRP-PLA,Niamey,Plateau,Centre,2370
91000138,MT-PLA-0018,ABN-PLA-0018,PL-PLA-0018,Client Plateau Centre 18,"Niamey, Plateau, Secteur Centre, Rue 18",T3,02,GRP-PLA,Niamey,Plateau,Centre,2380
91000139,MT-PLA-0019,ABN-PLA-0019,PL-PLA-0019,Client Plateau Centre 19,"Niamey, Plateau, Secteur Centre, Rue 19",T1,01,GRP-PLA,Niamey,Plateau,Centre,2390
91000140,MT-PLA-0020,ABN-PLA-0020,PL-PLA-0020,Client Plateau Centre 20,"Niamey, Plateau, Secteur Centre, Rue 20",T2,02,GRP-PLA,Niamey,Plateau,Centre,2400
91000141,MT-PLA-0021,ABN-PLA-0021,PL-PLA-0021,Client Plateau Centre 21,"Niamey, Plateau, Secteur Centre, Rue 21",T3,01,GRP-PLA,Niamey,Plateau,Centre,2410
91000142,MT-PLA-0022,ABN-PLA-0022,PL-PLA-0022,Client Plateau Centre 22,"Niamey, Plateau, Secteur Centre, Rue 22",T1,02,GRP-PLA,Niamey,Plateau,Centre,2420
91000143,MT-PLA-0023,ABN-PLA-0023,PL-PLA-0023,Client Plateau Centre 23,"Niamey, Plateau, Secteur Centre, Rue 23",T2,01,GRP-PLA,Niamey,Plateau,Centre,2430
91000144,MT-PLA-0024,ABN-PLA-0024,PL-PLA-0024,Client Plateau Centre 24,"Niamey, Plateau, Secteur Centre, Rue 24",T3,02,GRP-PLA,Niamey,Plateau,Centre,2440
91000145,MT-PLA-0025,ABN-PLA-0025,PL-PLA-0025,Client Plateau Centre 25,"Niamey, Plateau, Secteur Centre, Rue 25",T1,01,GRP-PLA,Niamey,Plateau,Centre,2450
91000146,MT-PLA-0026,ABN-PLA-0026,PL-PLA-0026,Client Plateau Centre 26,"Niamey, Plateau, Secteur Centre, Rue 26",T2,02,GRP-PLA,Niamey,Plateau,Centre,2460
91000147,MT-PLA-0027,ABN-PLA-0027,PL-PLA-0027,Client Plateau Centre 27,"Niamey, Plateau, Secteur Centre, Rue 27",T3,01,GRP-PLA,Niamey,Plateau,Centre,2470
91000148,MT-PLA-0028,ABN-PLA-0028,PL-PLA-0028,Client Plateau Centre 28,"Niamey, Plateau, Secteur Centre, Rue 28",T1,02,GRP-PLA,Niamey,Plateau,Centre,2480
91000149,MT-PLA-0029,ABN-PLA-0029,PL-PLA-0029,Client Plateau Centre 29,"Niamey, Plateau, Secteur Centre, Rue 29",T2,01,GRP-PLA,Niamey,Plateau,Centre,2490
91000150,MT-PLA-0030,ABN-PLA-0030,PL-PLA-0030,Client Plateau Centre 30,"Niamey, Plateau, Secteur Centre, Rue 30",T3,02,GRP-PLA,Niamey,Plateau,Centre,2500
91000151,MT-PLA-0031,ABN-PLA-0031,PL-PLA-0031,Client Plateau Centre 31,"Niamey, Plateau, Secteur Centre, Rue 31",T1,01,GRP-PLA,Niamey,Plateau,Centre,2510
91000152,MT-PLA-0032,ABN-PLA-0032,PL-PLA-0032,Client Plateau Centre 32,"Niamey, Plateau, Secteur Centre, Rue 32",T2,02,GRP-PLA,Niamey,Plateau,Centre,2520
91000153,MT-PLA-0033,ABN-PLA-0033,PL-PLA-0033,Client Plateau Centre 33,"Niamey, Plateau, Secteur Centre, Rue 33",T3,01,GRP-PLA,Niamey,Plateau,Centre,2530
91000154,MT-PLA-0034,ABN-PLA-0034,PL-PLA-0034,Client Plateau Centre 34,"Niamey, Plateau, Secteur Centre, Rue 34",T1,02,GRP-PLA,Niamey,Plateau,Centre,2540
91000155,MT-PLA-0035,ABN-PLA-0035,PL-PLA-0035,Client Plateau Centre 35,"Niamey, Plateau, Secteur Centre, Rue 35",T2,01,GRP-PLA,Niamey,Plateau,Centre,2550
91000156,MT-PLA-0036,ABN-PLA-0036,PL-PLA-0036,Client Plateau Centre 36,"Niamey, Plateau, Secteur Centre, Rue 36",T3,02,GRP-PLA,Niamey,Plateau,Centre,2560
91000157,MT-PLA-0037,ABN-PLA-0037,PL-PLA-0037,Client Plateau Centre 37,"Niamey, Plateau, Secteur Centre, Rue 37",T1,01,GRP-PLA,Niamey,Plateau,Centre,2570
91000158,MT-PLA-0038,ABN-PLA-0038,PL-PLA-0038,Client Plateau Centre 38,"Niamey, Plateau, Secteur Centre, Rue 38",T2,02,GRP-PLA,Niamey,Plateau,Centre,2580
91000159,MT-PLA-0039,ABN-PLA-0039,PL-PLA-0039,Client Plateau Centre 39,"Niamey, Plateau, Secteur Centre, Rue 39",T3,01,GRP-PLA,Niamey,Plateau,Centre,2590
91000160,MT-PLA-0040,ABN-PLA-0040,PL-PLA-0040,Client Plateau Centre 40,"Niamey, Plateau, Secteur Centre, Rue 40",T1,02,GRP-PLA,Niamey,Plateau,Centre,2600
91000161,MT-LAZ-0001,ABN-LAZ-0001,PL-LAZ-0001,Client Lazarey Nord 01,"Niamey, Lazarey, Secteur Nord, Rue 01",T1,01,GRP-LAZ,Niamey,Lazarey,Nord,2610
91000162,MT-LAZ-0002,ABN-LAZ-0002,PL-LAZ-0002,Client Lazarey Nord 02,"Niamey, Lazarey, Secteur Nord, Rue 02",T2,02,GRP-LAZ,Niamey,Lazarey,Nord,2620
91000163,MT-LAZ-0003,ABN-LAZ-0003,PL-LAZ-0003,Client Lazarey Nord 03,"Niamey, Lazarey, Secteur Nord, Rue 03",T3,01,GRP-LAZ,Niamey,Lazarey,Nord,2630
91000164,MT-LAZ-0004,ABN-LAZ-0004,PL-LAZ-0004,Client Lazarey Nord 04,"Niamey, Lazarey, Secteur Nord, Rue 04",T1,02,GRP-LAZ,Niamey,Lazarey,Nord,2640
91000165,MT-LAZ-0005,ABN-LAZ-0005,PL-LAZ-0005,Client Lazarey Nord 05,"Niamey, Lazarey, Secteur Nord, Rue 05",T2,01,GRP-LAZ,Niamey,Lazarey,Nord,2650
91000166,MT-LAZ-0006,ABN-LAZ-0006,PL-LAZ-0006,Client Lazarey Nord 06,"Niamey, Lazarey, Secteur Nord, Rue 06",T3,02,GRP-LAZ,Niamey,Lazarey,Nord,2660
91000167,MT-LAZ-0007,ABN-LAZ-0007,PL-LAZ-0007,Client Lazarey Nord 07,"Niamey, Lazarey, Secteur Nord, Rue 07",T1,01,GRP-LAZ,Niamey,Lazarey,Nord,2670
91000168,MT-LAZ-0008,ABN-LAZ-0008,PL-LAZ-0008,Client Lazarey Nord 08,"Niamey, Lazarey, Secteur Nord, Rue 08",T2,02,GRP-LAZ,Niamey,Lazarey,Nord,2680
91000169,MT-LAZ-0009,ABN-LAZ-0009,PL-LAZ-0009,Client Lazarey Nord 09,"Niamey, Lazarey, Secteur Nord, Rue 09",T3,01,GRP-LAZ,Niamey,Lazarey,Nord,2690
91000170,MT-LAZ-0010,ABN-LAZ-0010,PL-LAZ-0010,Client Lazarey Nord 10,"Niamey, Lazarey, Secteur Nord, Rue 10",T1,02,GRP-LAZ,Niamey,Lazarey,Nord,2700
91000171,MT-LAZ-0011,ABN-LAZ-0011,PL-LAZ-0011,Client Lazarey Nord 11,"Niamey, Lazarey, Secteur Nord, Rue 11",T2,01,GRP-LAZ,Niamey,Lazarey,Nord,2710
91000172,MT-LAZ-0012,ABN-LAZ-0012,PL-LAZ-0012,Client Lazarey Nord 12,"Niamey, Lazarey, Secteur Nord, Rue 12",T3,02,GRP-LAZ,Niamey,Lazarey,Nord,2720
91000173,MT-LAZ-0013,ABN-LAZ-0013,PL-LAZ-0013,Client Lazarey Nord 13,"Niamey, Lazarey, Secteur Nord, Rue 13",T1,01,GRP-LAZ,Niamey,Lazarey,Nord,2730
91000174,MT-LAZ-0014,ABN-LAZ-0014,PL-LAZ-0014,Client Lazarey Nord 14,"Niamey, Lazarey, Secteur Nord, Rue 14",T2,02,GRP-LAZ,Niamey,Lazarey,Nord,2740
91000175,MT-LAZ-0015,ABN-LAZ-0015,PL-LAZ-0015,Client Lazarey Nord 15,"Niamey, Lazarey, Secteur Nord, Rue 15",T3,01,GRP-LAZ,Niamey,Lazarey,Nord,2750
91000176,MT-LAZ-0016,ABN-LAZ-0016,PL-LAZ-0016,Client Lazarey Nord 16,"Niamey, Lazarey, Secteur Nord, Rue 16",T1,02,GRP-LAZ,Niamey,Lazarey,Nord,2760
91000177,MT-LAZ-0017,ABN-LAZ-0017,PL-LAZ-0017,Client Lazarey Nord 17,"Niamey, Lazarey, Secteur Nord, Rue 17",T2,01,GRP-LAZ,Niamey,Lazarey,Nord,2770
91000178,MT-LAZ-0018,ABN-LAZ-0018,PL-LAZ-0018,Client Lazarey Nord 18,"Niamey, Lazarey, Secteur Nord, Rue 18",T3,02,GRP-LAZ,Niamey,Lazarey,Nord,2780
91000179,MT-LAZ-0019,ABN-LAZ-0019,PL-LAZ-0019,Client Lazarey Nord 19,"Niamey, Lazarey, Secteur Nord, Rue 19",T1,01,GRP-LAZ,Niamey,Lazarey,Nord,2790
91000180,MT-LAZ-0020,ABN-LAZ-0020,PL-LAZ-0020,Client Lazarey Nord 20,"Niamey, Lazarey, Secteur Nord, Rue 20",T2,02,GRP-LAZ,Niamey,Lazarey,Nord,2800
91000181,MT-LAZ-0021,ABN-LAZ-0021,PL-LAZ-0021,Client Lazarey Nord 21,"Niamey, Lazarey, Secteur Nord, Rue 21",T3,01,GRP-LAZ,Niamey,Lazarey,Nord,2810
91000182,MT-LAZ-0022,ABN-LAZ-0022,PL-LAZ-0022,Client Lazarey Nord 22,"Niamey, Lazarey, Secteur Nord, Rue 22",T1,02,GRP-LAZ,Niamey,Lazarey,Nord,2820
91000183,MT-LAZ-0023,ABN-LAZ-0023,PL-LAZ-0023,Client Lazarey Nord 23,"Niamey, Lazarey, Secteur Nord, Rue 23",T2,01,GRP-LAZ,Niamey,Lazarey,Nord,2830
91000184,MT-LAZ-0024,ABN-LAZ-0024,PL-LAZ-0024,Client Lazarey Nord 24,"Niamey, Lazarey, Secteur Nord, Rue 24",T3,02,GRP-LAZ,Niamey,Lazarey,Nord,2840
91000185,MT-LAZ-0025,ABN-LAZ-0025,PL-LAZ-0025,Client Lazarey Nord 25,"Niamey, Lazarey, Secteur Nord, Rue 25",T1,01,GRP-LAZ,Niamey,Lazarey,Nord,2850
91000186,MT-LAZ-0026,ABN-LAZ-0026,PL-LAZ-0026,Client Lazarey Nord 26,"Niamey, Lazarey, Secteur Nord, Rue 26",T2,02,GRP-LAZ,Niamey,Lazarey,Nord,2860
91000187,MT-LAZ-0027,ABN-LAZ-0027,PL-LAZ-0027,Client Lazarey Nord 27,"Niamey, Lazarey, Secteur Nord, Rue 27",T3,01,GRP-LAZ,Niamey,Lazarey,Nord,2870
91000188,MT-LAZ-0028,ABN-LAZ-0028,PL-LAZ-0028,Client Lazarey Nord 28,"Niamey, Lazarey, Secteur Nord, Rue 28",T1,02,GRP-LAZ,Niamey,Lazarey,Nord,2880
91000189,MT-LAZ-0029,ABN-LAZ-0029,PL-LAZ-0029,Client Lazarey Nord 29,"Niamey, Lazarey, Secteur Nord, Rue 29",T2,01,GRP-LAZ,Niamey,Lazarey,Nord,2890
91000190,MT-LAZ-0030,ABN-LAZ-0030,PL-LAZ-0030,Client Lazarey Nord 30,"Niamey, Lazarey, Secteur Nord, Rue 30",T3,02,GRP-LAZ,Niamey,Lazarey,Nord,2900
91000191,MT-LAZ-0031,ABN-LAZ-0031,PL-LAZ-0031,Client Lazarey Nord 31,"Niamey, Lazarey, Secteur Nord, Rue 31",T1,01,GRP-LAZ,Niamey,Lazarey,Nord,2910
91000192,MT-LAZ-0032,ABN-LAZ-0032,PL-LAZ-0032,Client Lazarey Nord 32,"Niamey, Lazarey, Secteur Nord, Rue 32",T2,02,GRP-LAZ,Niamey,Lazarey,Nord,2920
91000193,MT-LAZ-0033,ABN-LAZ-0033,PL-LAZ-0033,Client Lazarey Nord 33,"Niamey, Lazarey, Secteur Nord, Rue 33",T3,01,GRP-LAZ,Niamey,Lazarey,Nord,2930
91000194,MT-LAZ-0034,ABN-LAZ-0034,PL-LAZ-0034,Client Lazarey Nord 34,"Niamey, Lazarey, Secteur Nord, Rue 34",T1,02,GRP-LAZ,Niamey,Lazarey,Nord,2940
91000195,MT-LAZ-0035,ABN-LAZ-0035,PL-LAZ-0035,Client Lazarey Nord 35,"Niamey, Lazarey, Secteur Nord, Rue 35",T2,01,GRP-LAZ,Niamey,Lazarey,Nord,2950
91000196,MT-LAZ-0036,ABN-LAZ-0036,PL-LAZ-0036,Client Lazarey Nord 36,"Niamey, Lazarey, Secteur Nord, Rue 36",T3,02,GRP-LAZ,Niamey,Lazarey,Nord,2960
91000197,MT-LAZ-0037,ABN-LAZ-0037,PL-LAZ-0037,Client Lazarey Nord 37,"Niamey, Lazarey, Secteur Nord, Rue 37",T1,01,GRP-LAZ,Niamey,Lazarey,Nord,2970
91000198,MT-LAZ-0038,ABN-LAZ-0038,PL-LAZ-0038,Client Lazarey Nord 38,"Niamey, Lazarey, Secteur Nord, Rue 38",T2,02,GRP-LAZ,Niamey,Lazarey,Nord,2980
91000199,MT-LAZ-0039,ABN-LAZ-0039,PL-LAZ-0039,Client Lazarey Nord 39,"Niamey, Lazarey, Secteur Nord, Rue 39",T3,01,GRP-LAZ,Niamey,Lazarey,Nord,2990
91000200,MT-LAZ-0040,ABN-LAZ-0040,PL-LAZ-0040,Client Lazarey Nord 40,"Niamey, Lazarey, Secteur Nord, Rue 40",T1,02,GRP-LAZ,Niamey,Lazarey,Nord,3000
